"wavelength_410,wavelength_435,wavelength_460,wavelength_485,wavelength_510,wavelength_535,wavelength_560,wavelength_585,wavelength_610,wavelength_645,wavelength_680,wavelength_705,wavelength_730,wavelength_760,wavelength_810,wavelength_860,wavelength_900,wavelength_940,label"
"107.684,116.039,135.543,140.892,156.679,159.317,169.278,176.399,162.569,160.316,145.261,145.408,141.516,132.29,123.928,118.175,113.608,109.349,wood"
"7.191,7.163,3.516,11.306,5.247,0.616,2.245,8.551,5.741,9.579,7.36,12.202,12.677,12.688,9.535,11.858,7.605,7.173,water"
"35.606,24.895,24.298,22.575,40.492,23.772,67.863,56.752,62.03,67.824,92.784,70.054,79.143,87.399,106.481,86.17,94.418,95.388,plastic"
"46.614,23.005,25.342,20.502,44.223,19.111,64.429,48.611,60.471,60.322,91.145,66.696,78.032,70.552,114.487,90.967,97.424,93.828,plastic"
"2.748,10.894,10.717,4.025,7.395,7.597,6.364,11.606,5.7,7.201,11.242,15.233,18.134,20.019,19.629,27.914,31.36,27.401,glass"
"50.221,17.526,29.926,30.649,62.046,19.764,80.301,58.741,83.17,74.99,118.383,73.185,106.45,101.951,124.909,100.977,117.54,117.248,plastic"
"96.007,109.402,123.423,131.947,148.03,160.586,155.512,152.474,155.008,145.509,139.241,143.287,140.639,116.867,113.653,112.476,103.954,98.474,wood"
"45.982,51.345,47.949,65.577,92.174,106.456,113.141,110.996,101.137,98.833,88.161,85.776,66.053,66.591,48.355,41.161,40.787,30.579,fruit"
"101.676,105.389,113.105,138.15,138.361,144.271,149.984,156.731,138.586,160.77,138.306,135.712,128.475,113.519,118.976,105.534,103.982,94.056,wood"
"54.94,23.393,34.268,31.112,59.23,33.543,96.383,66.253,89.042,97.437,130.164,87.872,104.702,124.093,143.044,116.594,135.797,134.448,plastic"
"4.858,6.204,9.146,7.952,1.743,8.793,4.053,10.232,10.327,9.959,12.492,11.08,12.2,9.161,10.525,12.292,5.492,9.303,water"
"95.487,115.686,121.451,141.643,140.901,141.787,153.259,155.562,151.978,154.568,145.504,136.559,122.77,129.24,114.827,120.769,104.108,99.147,wood"
"0.0,4.069,6.489,9.364,8.689,8.814,6.516,12.911,3.169,6.079,14.839,11.305,16.084,21.343,29.814,30.999,26.891,28.083,glass"
"4.609,8.191,8.51,7.648,10.381,9.567,10.125,6.91,2.632,8.178,8.959,13.914,20.018,28.071,35.214,38.128,41.581,36.92,glass"
"3.424,2.064,4.48,4.69,18.382,6.096,7.485,6.784,11.726,10.053,12.628,15.789,19.82,26.204,29.846,34.964,37.424,33.066,glass"
"41.16,50.6,66.402,78.75,107.851,122.097,131.664,124.222,120.094,118.755,103.197,84.067,92.315,78.629,56.925,50.316,37.61,46.908,fruit"
"34.95,20.541,19.79,22.397,47.928,16.343,64.249,45.397,58.147,57.124,92.334,52.999,70.743,84.34,98.326,86.955,100.135,94.857,plastic"
"3.245,3.989,3.74,4.19,6.085,0.919,5.875,7.073,5.398,6.431,7.858,7.639,9.47,9.586,3.491,8.954,6.087,10.346,water"
"137.217,144.527,141.695,148.94,150.166,150.319,158.72,150.413,150.367,160.136,154.777,149.963,147.588,144.846,143.15,142.923,145.144,142.935,paper"
"55.557,58.227,74.173,91.66,116.689,120.151,115.577,119.239,117.407,131.544,105.59,113.651,94.015,89.402,65.293,66.327,61.121,55.069,skin"
"2.164,2.763,11.003,4.845,4.693,9.022,2.591,10.725,5.937,10.295,9.209,6.669,11.253,12.698,4.479,6.221,11.151,7.675,water"
"17.172,40.333,74.158,13.432,21.136,23.513,12.663,18.778,122.013,21.096,9.453,25.064,16.702,20.884,17.191,125.486,9.26,17.431,metal"
"78.45,91.29,95.576,108.029,114.019,114.81,119.405,123.639,125.481,117.18,123.92,102.273,103.708,103.472,98.22,83.684,85.493,70.883,wood"
"90.305,96.885,119.751,122.261,137.278,143.309,147.546,144.221,152.641,138.711,133.715,128.555,131.136,122.994,107.825,108.877,99.877,88.17,wood"
"1.271,4.427,8.329,11.663,8.734,11.141,9.262,8.54,8.592,6.941,8.18,19.441,21.274,23.933,32.335,36.533,32.834,32.622,glass"
"47.865,27.743,38.331,25.97,60.44,26.85,80.327,64.184,84.506,102.364,133.535,83.508,124.233,121.285,152.162,120.708,138.028,132.235,plastic"
"12.481,5.894,4.668,4.364,4.682,5.865,5.714,5.432,6.658,10.935,11.216,13.084,11.935,9.207,12.967,7.929,10.568,5.169,water"
"151.602,171.351,175.062,201.028,198.844,202.063,198.489,207.834,190.073,188.024,183.763,171.356,160.955,166.372,168.525,169.652,180.975,188.714,cotton"
"2.683,7.032,8.514,8.619,5.549,4.515,9.199,8.816,5.282,5.646,13.072,11.345,19.243,20.537,22.988,34.313,30.774,27.296,glass"
"42.427,25.611,24.049,30.877,56.388,30.965,77.437,57.437,73.977,86.313,111.418,66.989,96.591,108.909,130.437,107.305,125.611,107.899,plastic"
"81.16,95.384,103.827,104.344,125.481,133.692,121.583,126.649,123.426,124.991,122.068,116.202,109.29,103.756,99.045,91.841,90.779,78.762,wood"
"40.801,24.668,27.439,27.212,42.941,23.183,77.505,65.764,65.491,85.217,108.002,73.167,109.237,102.015,121.437,101.396,118.075,115.492,plastic"
"183.904,167.89,180.319,206.439,184.991,202.044,198.88,189.446,182.419,186.43,180.767,164.914,165.267,144.013,164.987,166.985,191.568,183.853,cotton"
"6.047,5.764,8.64,2.755,4.391,4.859,2.282,6.194,10.418,10.636,11.867,8.029,7.009,14.956,9.824,4.305,13.127,6.307,water"
"5.311,4.926,7.746,4.571,8.724,8.024,6.671,5.379,12.865,13.77,11.491,15.501,11.827,16.546,12.673,13.79,8.702,6.622,rubber"
"18.385,45.096,74.679,14.618,19.481,20.08,22.672,15.639,150.563,14.937,21.264,26.392,17.296,22.272,20.535,134.986,15.924,18.171,metal"
"13.206,33.899,56.855,18.542,22.483,11.65,18.686,22.235,127.569,22.813,10.374,19.122,11.945,14.018,20.805,125.97,20.298,13.432,metal"
"151.12,164.582,155.156,157.86,168.276,159.515,168.627,161.825,159.421,134.769,141.105,147.798,133.606,130.459,131.349,152.338,158.234,160.416,cotton"
"155.473,145.785,152.532,161.148,167.749,159.659,180.057,171.472,151.2,150.491,156.587,152.088,151.679,151.153,150.788,164.131,168.276,167.323,cotton"
"58.358,56.664,72.769,95.003,111.837,124.919,120.202,121.69,124.626,115.576,114.457,108.473,92.359,92.84,71.494,71.47,53.72,63.588,skin"
"6.289,6.605,5.799,4.359,10.894,5.295,11.69,9.142,7.404,11.485,12.626,15.586,8.205,11.775,14.476,12.119,10.358,11.284,water"
"64.599,79.013,78.658,102.163,93.022,103.177,108.163,105.099,107.409,122.647,98.379,95.613,85.459,73.605,80.17,71.775,83.447,70.886,wood"
"22.596,34.985,65.571,14.529,16.615,19.408,14.481,17.355,122.625,25.291,9.651,24.496,16.842,20.302,22.4,128.916,14.936,15.678,metal"
"30.471,37.548,60.754,66.438,77.992,82.979,88.554,92.793,86.366,96.76,82.379,82.993,71.386,60.794,61.856,48.593,42.508,44.287,skin"
"16.897,41.455,73.561,13.732,21.935,20.595,16.774,21.901,122.762,19.232,27.824,18.988,15.983,12.736,18.575,131.744,15.563,20.237,metal"
"45.09,26.527,26.113,29.272,57.202,24.117,79.945,54.769,84.598,76.385,110.422,71.012,106.983,104.981,145.599,118.412,127.486,130.815,plastic"
"31.353,21.194,25.676,25.477,39.46,25.748,72.888,47.06,65.244,61.593,92.743,68.226,87.452,96.632,111.251,89.399,100.927,98.88,plastic"
"50.434,59.309,71.225,96.579,105.861,127.405,125.412,134.135,119.727,110.842,104.701,85.279,95.47,77.901,53.136,48.361,49.376,41.478,fruit"
"23.848,44.019,87.963,26.397,21.393,18.204,25.308,31.184,165.295,25.522,17.751,21.979,22.517,20.091,25.633,152.868,21.738,23.125,metal"
"164.619,166.819,172.206,185.047,175.06,183.248,189.158,162.93,181.715,180.877,171.333,153.11,151.101,163.751,175.221,172.113,188.135,178.202,cotton"
"5.378,4.988,4.148,6.708,1.333,4.534,10.595,9.535,15.31,14.37,10.405,15.37,18.999,12.839,13.203,11.191,7.148,0.648,rubber"
"85.634,102.097,115.991,133.2,131.935,138.433,140.895,146.67,146.628,141.774,122.513,121.095,125.325,126.97,103.498,108.89,100.091,89.641,wood"
"1.492,0.0,1.354,8.011,6.465,8.195,4.336,7.643,4.161,9.28,9.073,10.455,13.641,17.588,27.704,25.641,26.797,24.898,glass"
"1.218,9.007,10.253,7.264,7.064,5.145,1.817,9.257,8.748,9.462,1.873,13.489,20.803,26.719,31.805,37.047,34.346,36.459,glass"
"0.0,5.916,11.492,6.567,6.094,4.966,7.315,4.034,9.904,12.461,13.857,9.817,6.264,12.255,14.154,6.199,7.793,8.107,water"
"9.104,4.905,9.898,8.754,7.693,7.461,10.527,12.136,15.988,15.361,11.138,18.764,20.543,10.727,18.891,16.119,8.106,5.462,rubber"
"174.564,188.182,210.365,190.7,196.121,207.419,198.237,210.817,237.156,196.205,198.536,201.138,209.378,200.953,197.597,196.136,192.185,205.887,paper"
"7.127,5.915,6.767,4.583,12.094,8.013,13.451,20.326,10.518,15.366,16.114,21.612,13.986,15.2,13.289,11.048,10.758,7.86,rubber"
"3.041,3.621,3.759,3.72,3.408,4.652,12.888,4.346,4.556,9.823,9.597,12.152,9.298,8.94,13.587,4.866,8.615,7.956,water"
"59.154,55.621,72.366,100.197,104.203,134.225,138.891,132.289,126.426,115.167,101.71,100.818,84.926,80.28,59.504,50.746,50.999,53.901,fruit"
"5.827,5.195,6.918,7.247,6.111,7.874,12.085,12.628,19.2,13.518,20.356,13.712,17.249,16.076,13.024,10.923,7.151,10.655,rubber"
"51.975,61.448,62.111,89.493,110.416,134.788,127.436,128.504,130.76,120.43,110.626,94.324,93.823,68.631,53.159,46.344,44.298,44.217,fruit"
"48.458,16.647,24.203,27.846,55.655,26.947,89.894,54.79,74.396,86.567,106.794,64.872,94.307,102.102,126.565,104.942,117.005,120.226,plastic"
"48.903,53.813,58.511,78.998,102.504,98.731,90.1,106.077,116.287,104.441,101.056,85.4,84.541,79.552,72.964,55.049,42.381,55.573,skin"
"158.123,152.184,158.494,165.043,176.541,174.702,162.8,176.108,162.769,182.235,172.13,174.99,157.642,180.138,149.857,152.895,150.587,159.893,paper"
"3.154,4.041,6.909,8.783,0.951,5.071,11.1,6.538,11.597,12.4,13.376,14.158,10.512,10.2,9.186,8.818,0.419,6.644,rubber"
"5.67,5.897,6.262,7.868,7.731,7.156,7.514,9.188,13.765,8.082,15.576,9.544,14.709,16.901,9.951,12.355,7.322,12.123,water"
"75.969,79.831,96.345,98.312,103.708,117.742,112.228,119.929,117.182,111.8,109.816,103.46,107.74,91.37,97.827,81.456,80.032,75.309,wood"
"41.323,49.305,71.924,66.243,99.452,99.545,118.352,116.921,107.744,104.463,95.29,86.211,81.552,67.184,54.935,50.795,38.581,41.724,fruit"
"52.248,57.757,75.808,97.115,105.565,123.0,124.207,124.875,136.835,127.012,130.824,123.395,98.688,90.76,73.943,74.841,62.313,57.743,skin"
"16.416,45.011,64.596,10.81,21.417,22.585,10.693,15.639,124.871,19.603,16.974,17.405,13.73,8.595,24.949,118.903,18.069,17.028,metal"
"82.623,108.047,117.134,118.157,122.098,132.081,133.941,131.977,131.736,135.279,131.339,120.902,113.537,105.927,107.551,101.026,97.496,85.683,wood"
"96.421,108.491,126.991,144.602,148.063,159.236,169.642,159.932,159.811,152.93,143.776,139.739,136.198,137.892,121.454,113.185,113.08,103.69,wood"
"7.486,8.18,5.41,7.614,4.548,4.641,4.694,8.299,5.835,9.482,13.704,9.159,10.926,12.687,12.294,9.47,10.811,9.565,water"
"6.385,1.225,8.328,5.932,3.341,9.783,5.123,7.702,6.268,3.821,6.741,9.139,12.825,11.333,10.44,4.132,10.745,7.04,water"
"61.86,68.299,83.96,101.421,118.128,145.187,137.517,145.966,145.617,135.864,128.057,134.259,108.987,100.676,83.174,74.94,69.683,62.825,skin"
"43.6,57.187,70.069,82.766,94.703,121.418,139.35,119.14,125.88,106.599,96.266,88.378,77.695,72.58,49.556,47.671,52.537,41.021,fruit"
"54.666,57.396,77.135,94.311,113.345,146.793,150.193,140.045,130.321,127.365,113.364,112.032,99.301,86.42,57.919,46.032,41.123,48.392,fruit"
"4.096,9.272,6.347,7.227,13.36,8.676,10.995,12.563,8.826,9.027,16.216,11.699,10.555,17.382,12.732,10.704,15.801,6.148,water"
"47.584,53.589,69.282,86.993,113.618,144.417,139.328,132.357,140.404,115.179,103.584,108.213,98.594,80.102,68.471,55.548,43.13,34.398,fruit"
"84.073,95.654,96.462,105.302,120.85,127.264,125.235,141.236,132.325,126.763,124.986,115.923,113.726,99.015,100.404,94.259,84.934,84.913,wood"
"4.451,3.733,3.918,4.451,6.53,9.255,14.31,12.459,14.686,11.383,10.641,16.15,13.071,15.135,9.414,11.617,7.051,5.243,rubber"
"10.957,5.077,4.7,6.742,7.377,10.392,8.482,7.359,7.108,13.192,13.322,14.598,10.602,17.892,7.848,12.848,5.035,6.766,water"
"48.451,22.558,30.676,29.306,59.45,29.921,84.032,62.224,82.58,73.405,115.92,93.854,113.884,116.422,132.591,121.81,130.186,119.286,plastic"
"166.997,161.522,169.026,167.224,160.186,174.948,182.072,174.778,175.36,183.258,177.333,183.386,181.936,172.142,160.97,158.042,155.282,156.958,paper"
"114.793,130.459,142.999,145.376,159.823,176.772,180.719,181.246,181.848,168.632,160.431,155.148,149.408,138.413,146.009,123.459,116.597,105.181,wood"
"40.916,13.535,24.577,14.733,42.46,26.332,78.452,54.671,63.835,73.026,101.248,61.257,94.198,98.538,114.52,98.576,106.372,97.607,plastic"
"51.148,24.632,29.867,30.592,56.422,23.281,70.786,56.144,71.83,80.197,109.723,72.575,108.148,106.636,123.891,102.848,119.811,112.056,plastic"
"42.652,18.074,26.414,20.173,48.956,26.416,68.068,40.856,63.531,73.332,88.974,66.475,84.503,82.225,110.498,87.932,104.067,87.258,plastic"
"69.981,85.282,91.646,96.36,107.036,129.156,121.46,121.271,114.243,116.701,110.292,103.783,104.201,98.367,92.631,77.124,76.29,64.363,wood"
"24.835,46.547,85.66,21.226,21.346,21.531,18.489,23.401,161.195,26.033,20.973,26.067,29.311,20.924,25.826,153.513,17.92,23.081,metal"
"85.87,91.631,98.913,110.585,113.787,123.667,124.588,132.695,125.544,126.015,111.644,107.372,105.118,113.336,101.39,91.364,85.179,77.064,wood"
"72.025,85.157,95.994,115.736,144.806,175.072,185.213,179.422,167.587,150.501,145.468,119.455,117.537,109.927,88.065,73.561,66.09,61.709,fruit"
"2.548,5.856,4.968,8.281,8.49,10.206,11.239,18.549,17.258,15.693,12.78,13.918,17.668,17.357,10.656,4.399,3.763,10.312,rubber"
"58.08,47.837,72.662,97.516,110.325,135.648,145.278,134.436,127.324,111.367,111.736,104.37,94.476,80.077,60.881,45.777,50.044,40.797,fruit"
"80.356,90.666,93.493,116.491,114.473,125.829,127.256,125.847,125.367,120.933,116.128,96.954,97.213,101.789,89.632,85.398,80.927,78.248,wood"
"61.915,61.854,78.985,100.83,116.133,146.69,154.077,154.94,132.173,130.897,119.51,112.581,98.757,89.721,73.899,49.482,45.236,48.002,fruit"
"172.444,171.844,184.113,196.139,177.907,174.866,183.712,175.681,189.505,172.312,168.623,169.553,170.458,164.34,157.095,171.914,176.231,189.114,cotton"
"2.371,0.0,3.531,5.097,5.996,10.037,9.915,7.857,8.364,9.539,2.361,14.096,11.624,23.878,23.635,31.712,34.216,29.116,glass"
"206.74,228.051,212.488,201.331,224.119,232.687,232.925,245.943,235.097,230.001,239.453,219.183,227.91,196.975,211.491,205.293,211.161,215.752,paper"
"4.548,8.45,4.33,11.594,4.073,9.219,8.97,14.604,8.22,14.738,13.291,17.97,12.014,15.394,10.193,10.188,7.539,6.303,rubber"
"53.499,57.566,78.945,101.934,107.836,114.68,124.837,133.513,123.219,131.621,121.345,113.541,92.909,100.92,79.795,66.698,57.508,57.393,skin"
"3.517,12.186,8.708,11.255,5.37,13.959,7.517,12.268,16.205,16.29,11.549,19.545,15.686,14.078,9.272,11.746,8.74,7.922,rubber"
"50.27,54.571,81.758,89.953,111.324,117.146,126.07,124.1,121.201,132.806,114.254,108.275,92.498,97.083,82.353,77.109,64.189,51.898,skin"
"152.81,159.656,159.907,165.06,163.68,161.33,157.596,170.532,163.866,154.967,146.33,140.909,129.331,145.378,138.14,141.417,170.029,161.674,cotton"
"0.273,6.63,6.456,6.018,0.0,5.034,1.935,6.944,4.844,4.451,17.166,14.38,18.198,26.572,27.906,27.011,24.736,30.802,glass"
"40.432,15.963,26.408,23.082,36.154,23.436,71.237,48.702,62.113,62.301,81.507,60.959,84.958,93.518,114.745,90.358,104.086,95.539,plastic"
"42.952,45.657,56.234,85.876,96.621,108.509,122.509,134.229,122.21,102.75,93.878,83.752,81.748,71.236,54.036,47.801,44.422,34.855,fruit"
"5.634,5.973,9.116,11.581,10.382,8.736,8.373,6.505,9.51,7.687,11.874,12.044,6.8,11.345,12.277,9.135,9.549,4.125,water"
"21.472,34.91,73.637,17.148,13.926,25.109,20.491,23.471,128.747,11.606,25.614,18.217,21.39,20.593,18.382,136.038,26.199,19.007,metal"
"1.085,3.603,2.094,2.182,7.085,3.719,9.905,0.689,7.002,2.834,5.921,12.62,12.316,16.521,22.872,32.61,24.885,26.924,glass"
"1.195,2.141,8.611,11.898,10.005,4.69,8.893,5.349,9.607,7.091,5.102,11.652,13.268,16.84,26.488,30.329,34.115,28.876,glass"
"49.22,65.208,79.087,88.952,116.564,127.336,148.64,130.348,147.189,125.23,116.845,114.442,95.229,80.786,59.401,50.735,50.737,47.511,fruit"
"5.002,2.952,11.107,6.174,7.333,8.995,5.178,10.087,5.878,1.659,11.415,17.886,23.02,26.792,33.333,37.531,29.751,31.481,glass"
"102.847,117.043,140.297,141.898,165.538,155.03,157.181,170.206,167.124,160.808,159.494,144.405,139.517,132.439,126.258,111.315,105.067,96.33,wood"
"0.0,7.917,7.776,13.067,7.634,6.608,5.006,0.423,5.043,6.026,10.179,8.112,14.308,21.63,28.685,24.874,33.965,29.165,glass"
"135.722,148.802,146.908,153.392,154.697,160.074,171.515,167.25,150.686,143.13,148.301,149.688,139.452,134.782,132.624,149.109,163.474,163.731,cotton"
"108.527,113.18,118.969,118.063,132.642,128.219,123.873,126.0,117.464,134.05,116.786,100.631,111.107,105.632,103.407,125.313,110.167,132.012,cotton"
"124.361,120.07,127.731,136.201,144.577,135.131,135.584,135.497,121.679,118.525,119.433,117.609,118.521,109.828,119.227,114.736,125.01,127.755,cotton"
"54.221,63.392,70.629,91.554,102.48,105.889,113.764,112.077,125.881,118.278,108.653,107.507,91.04,83.479,73.27,63.247,58.313,50.405,skin"
"149.105,159.522,162.816,159.204,178.659,177.49,176.646,160.889,191.11,180.695,170.675,172.469,178.429,171.97,165.537,168.728,161.152,154.954,paper"
"5.467,1.442,7.923,3.881,14.756,10.429,15.365,13.141,16.324,15.906,18.807,10.475,18.941,18.89,14.456,10.58,9.216,8.657,rubber"
"47.158,56.089,70.387,90.4,102.339,103.107,112.497,111.808,120.343,109.74,105.404,95.994,89.084,86.236,59.811,63.171,52.04,57.062,skin"
"163.949,160.379,169.003,179.172,173.58,185.351,185.719,167.75,173.155,163.867,171.784,156.543,159.856,167.272,153.517,160.805,170.089,166.28,cotton"
"68.619,83.695,99.611,100.216,110.101,124.959,117.306,114.836,112.973,114.863,116.643,105.554,97.244,90.092,81.33,87.364,77.783,73.043,wood"
